Date,close,prediction,confidence,predicted_return,signal,position_size
2025-09-17,238.99000549316406,0,0.18152644,-0.03,HOLD,0.0
2025-09-18,237.8800048828125,0,0.44830832,-0.03,HOLD,0.0
2025-09-19,245.5,0,0.38369244,-0.03,HOLD,0.0
2025-09-22,256.0799865722656,0,0.26619953,-0.03,HOLD,0.0
2025-09-23,254.42999267578125,0,0.1601832,-0.03,HOLD,0.0
2025-09-24,252.30999755859375,0,0.16139708,-0.03,HOLD,0.0
2025-09-25,256.8699951171875,0,0.40264308,-0.03,HOLD,0.0
2025-09-26,255.4600067138672,0,0.32675624,-0.03,HOLD,0.0
2025-09-29,254.42999267578125,0,0.12627813,-0.03,HOLD,0.0
2025-09-30,254.6300048828125,0,0.1373915,-0.03,HOLD,0.0
2025-10-01,255.4499969482422,0,0.15846826,-0.03,HOLD,0.0
2025-10-02,257.1300048828125,0,0.19735174,-0.03,HOLD,0.0
2025-10-03,258.0199890136719,0,0.31512547,-0.03,HOLD,0.0
2025-10-06,256.69000244140625,0,0.32660973,-0.03,HOLD,0.0
2025-10-07,256.4800109863281,0,0.09954022,-0.03,HOLD,0.0
2025-10-08,258.05999755859375,0,0.09777017,-0.03,HOLD,0.0
2025-10-09,254.0399932861328,0,0.11185443,-0.03,HOLD,0.0
2025-10-10,245.27000427246094,0,0.43577403,-0.03,HOLD,0.0
2025-10-13,247.66000366210938,0,0.26826423,-0.03,HOLD,0.0
2025-10-14,247.77000427246094,0,0.23640102,-0.03,HOLD,0.0
2025-10-15,249.33999633789062,0,0.05411217,-0.03,HOLD,0.0
2025-10-16,247.4499969482422,0,0.20151886,-0.03,HOLD,0.0
2025-10-17,252.2899932861328,0,0.28385165,-0.03,HOLD,0.0
2025-10-20,262.239990234375,0,0.15422955,-0.03,HOLD,0.0
2025-10-21,262.7699890136719,0,0.2063055,-0.03,HOLD,0.0
2025-10-22,258.45001220703125,1,0.5931363,0.03,HOLD,0.0
2025-10-23,259.5799865722656,0,0.16953956,-0.03,HOLD,0.0
2025-10-24,262.82000732421875,0,0.15255378,-0.03,HOLD,0.0
2025-10-27,268.80999755859375,0,0.08349571,-0.03,HOLD,0.0
2025-10-28,269.0,0,0.07630115,-0.03,HOLD,0.0
2025-10-29,269.70001220703125,0,0.17621891,-0.03,HOLD,0.0
2025-10-30,271.3999938964844,0,0.14144817,-0.03,HOLD,0.0
2025-10-31,270.3699951171875,0,0.055998143,-0.03,HOLD,0.0
2025-11-03,269.04998779296875,0,0.10955408,-0.03,HOLD,0.0
2025-11-04,270.0400085449219,0,0.10197099,-0.03,HOLD,0.0
2025-11-05,270.1400146484375,0,0.2549205,-0.03,HOLD,0.0
2025-11-06,269.7699890136719,0,0.26401752,-0.03,HOLD,0.0
2025-11-07,268.4700012207031,1,0.6074315,0.03,HOLD,0.0
2025-11-10,269.42999267578125,1,0.5943368,0.03,HOLD,0.0
2025-11-11,275.25,0,0.45378804,-0.03,HOLD,0.0
2025-11-12,273.4700012207031,0,0.4343817,-0.03,HOLD,0.0
2025-11-13,272.95001220703125,1,0.6122421,0.03,HOLD,0.0
2025-11-14,272.4100036621094,1,0.7331288,0.03,BUY,0.006993863582611084
2025-11-17,267.4599914550781,0,0.2378424,-0.03,HOLD,0.0
2025-11-18,267.44000244140625,0,0.11913815,-0.03,HOLD,0.0
2025-11-19,268.55999755859375,0,0.4176349,-0.03,HOLD,0.0
2025-11-20,266.25,0,0.113592155,-0.03,HOLD,0.0
2025-11-21,271.489990234375,0,0.40356544,-0.03,HOLD,0.0
2025-11-24,275.9200134277344,0,0.3083508,-0.03,HOLD,0.0
2025-11-25,276.9700012207031,0,0.35997802,-0.03,HOLD,0.0
2025-11-26,277.54998779296875,0,0.40940085,-0.03,HOLD,0.0
2025-11-28,278.8500061035156,1,0.70782834,0.03,BUY,0.0062348502874374385
2025-12-01,283.1000061035156,0,0.062020227,-0.03,HOLD,0.0
2025-12-02,286.19000244140625,0,0.06707829,-0.03,HOLD,0.0
2025-12-03,284.1499938964844,0,0.04999924,-0.03,HOLD,0.0
2025-12-04,280.70001220703125,0,0.19720519,-0.03,HOLD,0.0
2025-12-05,278.7799987792969,0,0.42546874,-0.03,HOLD,0.0
2025-12-08,277.8900146484375,1,0.51727635,0.03,HOLD,0.0
2025-12-09,277.17999267578125,1,0.6130611,0.03,HOLD,0.0
2025-12-10,278.7799987792969,0,0.44366732,-0.03,HOLD,0.0
2025-12-11,278.0299987792969,0,0.32282883,-0.03,HOLD,0.0
2025-12-12,278.2799987792969,0,0.12906446,-0.03,HOLD,0.0
2025-12-15,274.1099853515625,0,0.10331089,-0.03,HOLD,0.0
2025-12-16,274.6099853515625,0,0.12051021,-0.03,HOLD,0.0
2025-12-17,271.8399963378906,0,0.18472683,-0.03,HOLD,0.0
2025-12-18,272.19000244140625,0,0.04038403,-0.03,HOLD,0.0
2025-12-19,273.6700134277344,0,0.0677397,-0.03,HOLD,0.0
2025-12-22,270.9700012207031,0,0.084597774,-0.03,HOLD,0.0
2025-12-23,272.3599853515625,0,0.24342221,-0.03,HOLD,0.0
2025-12-24,273.80999755859375,0,0.24669857,-0.03,HOLD,0.0
2025-12-26,273.3999938964844,0,0.22419262,-0.03,HOLD,0.0
2025-12-29,273.760009765625,0,0.21944095,-0.03,HOLD,0.0
2025-12-30,273.0799865722656,0,0.46975937,-0.03,HOLD,0.0
2025-12-31,271.8599853515625,0,0.44425488,-0.03,HOLD,0.0
2026-01-02,271.010009765625,0,0.49101934,-0.03,HOLD,0.0
2026-01-05,267.260009765625,1,0.56145424,0.03,HOLD,0.0
2026-01-06,262.3599853515625,1,0.6454307,0.03,HOLD,0.0
2026-01-07,260.3299865722656,1,0.72186303,0.03,BUY,0.006655890941619873
2026-01-08,259.0400085449219,1,0.7919243,0.03,BUY,0.008757728934288025
2026-01-09,259.3699951171875,1,0.7372987,0.03,BUY,0.007118961811065674
2026-01-12,260.25,0,0.44042566,-0.03,HOLD,0.0
2026-01-13,261.04998779296875,0,0.43186092,-0.03,HOLD,0.0
2026-01-14,259.9599914550781,0,0.43855426,-0.03,HOLD,0.0
2026-01-15,258.2099914550781,0,0.43604347,-0.03,HOLD,0.0
2026-01-16,255.52999877929688,1,0.7076217,0.03,BUY,0.0062286508083343505
2026-01-20,246.6999969482422,1,0.8209254,0.03,BUY,0.00962776243686676
2026-01-21,247.64999389648438,1,0.8776464,0.03,BUY,0.011329391598701477
2026-01-22,248.35000610351562,1,0.8107603,0.03,BUY,0.00932280957698822
2026-01-23,248.0399932861328,1,0.89015436,0.03,BUY,0.011704630851745605
2026-01-26,255.41000366210938,1,0.9319415,0.03,BUY,0.012958245277404785
2026-01-27,258.2699890136719,1,0.7778012,0.03,BUY,0.008334036469459533
2026-01-28,256.44000244140625,1,0.9234831,0.03,BUY,0.012704492211341857
2026-01-29,258.2799987792969,1,0.790981,0.03,BUY,0.008729429841041565
2026-01-30,259.4800109863281,1,0.8577048,0.03,BUY,0.010731144547462462
2026-02-02,270.010009765625,1,0.5766298,0.03,HOLD,0.0
2026-02-03,269.4800109863281,0,0.17444396,-0.03,HOLD,0.0
2026-02-04,276.489990234375,0,0.1720155,-0.03,HOLD,0.0
2026-02-05,275.9100036621094,0,0.2528852,-0.03,HOLD,0.0
2026-02-06,278.1199951171875,0,0.4457388,-0.03,HOLD,0.0
2026-02-09,274.6199951171875,0,0.46504834,-0.03,HOLD,0.0
2026-02-10,273.67999267578125,0,0.386083,-0.03,HOLD,0.0
2026-02-11,275.5,0,0.43517303,-0.03,HOLD,0.0
2026-02-12,261.7300109863281,1,0.5675445,0.03,HOLD,0.0
2026-02-13,255.77999877929688,1,0.9536793,0.03,BUY,0.013610379695892334
2026-02-17,263.8800048828125,1,0.7646735,0.03,BUY,0.00794020414352417
2026-02-18,264.3500061035156,1,0.9191328,0.03,BUY,0.012573984861373901
2026-02-19,260.5799865722656,1,0.9535757,0.03,BUY,0.013607270121574401
2026-02-20,264.5799865722656,1,0.93604636,0.03,BUY,0.013081390857696532
2026-02-23,266.17999267578125,1,0.9405031,0.03,BUY,0.013215093612670897
2026-02-24,272.1400146484375,1,0.89297587,0.03,BUY,0.011789276003837584
2026-02-25,274.2300109863281,1,0.83417034,0.03,BUY,0.010025110244750977
2026-02-26,272.95001220703125,1,0.65508354,0.03,BUY,0.004652506113052368
