Date,Adj Close,Close,High,Low,Open,Volume
2025-03-06,44.72505569458008,45.709999084472656,46.11000061035156,44.90999984741211,45.150001525878906,10782900
2025-03-07,46.22209167480469,47.2400016784668,47.4900016784668,46.20000076293945,46.349998474121094,11347800
2025-03-10,46.57612991333008,47.36000061035156,47.689998626708984,46.650001525878906,47.099998474121094,12525900
2025-03-11,45.51400375366211,46.279998779296875,47.97999954223633,46.099998474121094,47.4900016784668,11418700
2025-03-12,45.33698272705078,46.099998474121094,46.59000015258789,45.790000915527344,46.27000045776367,8700000
2025-03-13,44.69774627685547,45.45000076293945,46.63999938964844,44.959999084472656,45.79999923706055,11483300
2025-03-14,45.75986862182617,46.529998779296875,46.720001220703125,45.61000061035156,45.75,12177400
2025-03-17,46.477787017822266,47.2599983215332,47.5099983215332,46.5099983215332,46.529998779296875,10750900
2025-03-18,46.861331939697266,47.650001525878906,47.849998474121094,46.93000030517578,47.70000076293945,8347400
2025-03-19,47.16619873046875,47.959999084472656,48.47999954223633,47.560001373291016,47.560001373291016,9812700
2025-03-20,47.16619873046875,47.959999084472656,48.15999984741211,47.16999816894531,47.630001068115234,9062300
2025-03-21,47.14653396606445,47.939998626708984,48.130001068115234,47.52000045776367,47.72999954223633,23304400
2025-03-24,47.126861572265625,47.91999816894531,48.54999923706055,47.560001373291016,47.619998931884766,10159500
2025-03-25,48.198822021484375,49.0099983215332,49.290000915527344,48.27000045776367,48.36000061035156,11109300
2025-03-26,48.926570892333984,49.75,50.470001220703125,49.279998779296875,49.52000045776367,11290200
2025-03-27,48.69054412841797,49.5099983215332,50.16999816894531,49.02000045776367,49.599998474121094,10818000
2025-03-28,48.02180480957031,48.83000183105469,49.4900016784668,48.22999954223633,49.470001220703125,7897800
2025-03-31,48.54302978515625,49.36000061035156,49.779998779296875,48.40999984741211,48.40999984741211,8510500
2025-04-01,48.3758430480957,49.189998626708984,49.349998474121094,48.599998474121094,49.119998931884766,5909200
2025-04-02,48.513526916503906,49.33000183105469,49.36000061035156,48.61000061035156,48.689998626708984,6164700
2025-04-03,43.17340087890625,43.900001525878906,47.060001373291016,43.779998779296875,46.5,24998800
2025-04-04,39.869014739990234,40.540000915527344,42.790000915527344,39.599998474121094,42.40999984741211,44692200
2025-04-07,38.108638763427734,38.75,40.810001373291016,37.66999816894531,38.93000030517578,26817800
2025-04-08,35.512332916259766,36.11000061035156,39.83000183105469,35.349998474121094,39.70000076293945,24882100
2025-04-09,39.56414031982422,40.22999954223633,40.81999969482422,34.779998779296875,35.540000915527344,40101200
2025-04-10,35.86637496948242,36.470001220703125,38.68000030517578,35.83000183105469,38.65999984741211,26434100
2025-04-11,37.046512603759766,37.66999816894531,37.95000076293945,35.66999816894531,36.619998931884766,17827100
2025-04-14,37.272708892822266,37.900001525878906,38.77000045776367,37.40999984741211,38.70000076293945,12666700
2025-04-15,37.17435836791992,37.79999923706055,38.630001068115234,37.619998931884766,37.63999938964844,9350300
2025-04-16,37.81360626220703,38.45000076293945,39.279998779296875,37.97999954223633,38.0,11399400
2025-04-17,39.0527458190918,39.709999084472656,40.59000015258789,38.86000061035156,38.95000076293945,13297500
2025-04-21,38.374168395996094,39.02000045776367,39.099998474121094,38.36000061035156,39.099998474121094,8489100
2025-04-22,39.30844497680664,39.970001220703125,40.369998931884766,39.22999954223633,39.599998474121094,7442100
2025-04-23,39.1707649230957,39.83000183105469,41.06999969482422,39.4900016784668,40.70000076293945,10980000
2025-04-24,39.70182418823242,40.369998931884766,40.630001068115234,39.83000183105469,40.04999923706055,7860600
2025-04-25,39.691993713378906,40.36000061035156,40.439998626708984,39.779998779296875,39.95000076293945,6409300
2025-04-28,39.83950424194336,40.5099983215332,40.83000183105469,40.16999816894531,40.2400016784668,5504000
2025-04-29,39.68215560913086,40.349998474121094,40.54999923706055,39.810001373291016,39.88999938964844,6906800
2025-04-30,38.757713317871094,39.40999984741211,39.65999984741211,38.869998931884766,39.63999938964844,11058000
2025-05-01,39.77066421508789,40.439998626708984,40.81999969482422,39.22999954223633,39.31999969482422,10678200
2025-05-02,39.93785095214844,40.61000061035156,41.15999984741211,39.75,40.900001525878906,10594800
2025-05-05,38.16764831542969,38.810001373291016,39.709999084472656,38.75,39.70000076293945,15394600
2025-05-06,38.62986373901367,39.279998779296875,39.849998474121094,38.970001220703125,39.310001373291016,9333600
2025-05-07,38.36433029174805,39.0099983215332,39.52000045776367,38.720001220703125,39.4900016784668,12661300
2025-05-08,40.754112243652344,41.439998626708984,41.849998474121094,39.650001525878906,40.08000183105469,22520500
2025-05-09,41.46220016479492,42.15999984741211,42.34000015258789,41.439998626708984,41.970001220703125,11651300
2025-05-12,43.13405990600586,43.86000061035156,44.93000030517578,43.709999084472656,44.119998931884766,17874200
2025-05-13,43.65528869628906,44.38999938964844,44.689998626708984,43.68000030517578,43.939998626708984,12907900
2025-05-14,43.094722747802734,43.81999969482422,44.060001373291016,43.61000061035156,43.880001068115234,8668100
2025-05-15,42.65216827392578,43.369998931884766,43.40999984741211,42.400001525878906,43.0099983215332,10017100
2025-05-16,42.327632904052734,43.040000915527344,43.79999923706055,42.65999984741211,43.65999984741211,7579000
2025-05-19,41.60971450805664,42.310001373291016,42.54999923706055,41.88999938964844,42.529998779296875,8309800
2025-05-20,41.206504821777344,41.900001525878906,42.36000061035156,41.720001220703125,42.310001373291016,5922200
2025-05-21,40.44924545288086,41.130001068115234,41.939998626708984,41.11000061035156,41.939998626708984,11243000
2025-05-22,40.40007400512695,41.08000183105469,41.33000183105469,40.15999984741211,40.83000183105469,8588500
2025-05-23,40.60659408569336,41.290000915527344,41.41999816894531,40.40999984741211,40.58000183105469,6511700
2025-05-27,40.93113327026367,41.619998931884766,41.650001525878906,41.060001373291016,41.5,7682400
2025-05-28,40.43941116333008,41.119998931884766,42.04999923706055,41.04999923706055,41.83000183105469,6722300
2025-05-29,40.773780822753906,41.459999084472656,41.5099983215332,40.880001068115234,41.38999938964844,5927100
2025-05-30,40.10503387451172,40.779998779296875,41.150001525878906,40.5099983215332,41.060001373291016,8919900
2025-06-02,40.754112243652344,41.439998626708984,42.040000915527344,41.0,41.790000915527344,8003700
2025-06-03,41.983421325683594,42.689998626708984,43.029998779296875,40.959999084472656,41.4900016784668,12204400
2025-06-04,41.21633529663086,41.90999984741211,43.220001220703125,41.709999084472656,42.65999984741211,11577600
2025-06-05,41.12782287597656,41.81999969482422,42.31999969482422,41.70000076293945,42.279998779296875,7011700
2025-06-06,41.83591079711914,42.540000915527344,42.84000015258789,42.130001068115234,42.130001068115234,6850100
2025-06-09,42.524322509765625,43.2400016784668,43.630001068115234,42.720001220703125,43.0,9766700
2025-06-10,43.42425537109375,43.90999984741211,44.41999816894531,43.310001373291016,43.439998626708984,9153400
2025-06-11,44.343971252441406,44.84000015258789,44.970001220703125,43.84000015258789,44.369998931884766,9400300
2025-06-12,44.26485061645508,44.7599983215332,44.77000045776367,44.04999923706055,44.470001220703125,9681800
2025-06-13,45.936161041259766,46.45000076293945,46.63999938964844,45.59000015258789,46.560001373291016,23657400
2025-06-16,44.82855224609375,45.33000183105469,46.58000183105469,44.849998474121094,46.09000015258789,19689000
2025-06-17,45.47135925292969,45.97999954223633,46.709999084472656,45.41999816894531,45.97999954223633,16066800
2025-06-18,44.84832763671875,45.349998474121094,46.810001373291016,45.130001068115234,46.2599983215332,15678200
2025-06-20,45.1252326965332,45.630001068115234,45.900001525878906,45.36000061035156,45.560001373291016,23635500
2025-06-23,43.46381378173828,43.95000076293945,47.33000183105469,43.599998474121094,46.88999938964844,27895500
2025-06-24,42.010074615478516,42.47999954223633,43.54999923706055,42.15999984741211,42.630001068115234,20545100
2025-06-25,41.95073699951172,42.41999816894531,42.84000015258789,42.11000061035156,42.43000030517578,13625500
2025-06-26,42.68255615234375,43.15999984741211,43.2400016784668,42.369998931884766,42.5,11949000
2025-06-27,42.12874984741211,42.599998474121094,43.310001373291016,42.33000183105469,43.29999923706055,20707000
2025-06-30,41.54527282714844,42.0099983215332,42.439998626708984,41.93000030517578,42.38999938964844,9624100
2025-07-01,42.38587188720703,42.86000061035156,43.2400016784668,41.650001525878906,42.06999969482422,10608100
2025-07-02,43.44403839111328,43.93000030517578,44.029998779296875,42.77000045776367,43.43000030517578,8795800
2025-07-03,43.31547546386719,43.79999923706055,44.060001373291016,43.650001525878906,43.75,4579200
2025-07-07,42.87044906616211,43.349998474121094,44.16999816894531,42.790000915527344,43.5099983215332,12454500
2025-07-08,45.24390411376953,45.75,45.869998931884766,43.310001373291016,43.36000061035156,15729000
2025-07-09,45.06589126586914,45.56999969482422,45.849998474121094,45.22999954223633,45.58000183105469,8685300
2025-07-10,45.342796325683594,45.849998474121094,45.95000076293945,44.72999954223633,45.290000915527344,7672500
2025-07-11,45.79771041870117,46.310001373291016,46.439998626708984,45.61000061035156,45.689998626708984,7604600
2025-07-14,44.57142639160156,45.06999969482422,45.959999084472656,44.59000015258789,45.959999084472656,10955100
2025-07-15,42.217750549316406,42.689998626708984,45.13999938964844,42.47999954223633,44.939998626708984,29967100
2025-07-16,42.158416748046875,42.630001068115234,43.060001373291016,42.04999923706055,42.900001525878906,13669000
2025-07-17,43.0682373046875,43.54999923706055,43.619998931884766,42.36000061035156,42.58000183105469,11308200
2025-07-18,43.1374626159668,43.619998931884766,44.54999923706055,43.2599983215332,44.029998779296875,11723900
2025-07-21,42.524322509765625,43.0,43.900001525878906,42.959999084472656,43.75,7429400
2025-07-22,43.078128814697266,43.560001373291016,43.83000183105469,43.040000915527344,43.150001525878906,7747700
2025-07-23,43.948394775390625,44.439998626708984,44.47999954223633,43.540000915527344,43.779998779296875,7440800
2025-07-24,44.136295318603516,44.630001068115234,44.880001068115234,44.09000015258789,44.33000183105469,7445100
2025-07-25,44.21540832519531,44.709999084472656,44.9900016784668,44.290000915527344,44.66999816894531,5640800
2025-07-28,45.04611587524414,45.54999923706055,45.61000061035156,45.029998779296875,45.099998474121094,7675600
2025-07-29,44.95710754394531,45.459999084472656,45.63999938964844,44.619998931884766,45.41999816894531,12012500
2025-07-30,43.918724060058594,44.40999984741211,45.22999954223633,44.040000915527344,45.119998931884766,7880400
2025-07-31,43.45392608642578,43.939998626708984,44.79999923706055,43.84000015258789,43.91999816894531,8419300
2025-08-01,42.929786682128906,43.40999984741211,43.72999954223633,42.529998779296875,43.59000015258789,14411600
2025-08-04,42.38587188720703,42.86000061035156,43.4900016784668,42.630001068115234,42.84000015258789,13041700
2025-08-05,42.60343933105469,43.08000183105469,43.130001068115234,42.45000076293945,42.9900016784668,7979600
2025-08-06,42.06941223144531,42.540000915527344,43.83000183105469,42.31999969482422,43.310001373291016,14901400
2025-08-07,43.1077995300293,43.59000015258789,45.130001068115234,43.52000045776367,43.900001525878906,19232400
2025-08-08,43.82971954345703,44.31999969482422,44.86000061035156,43.459999084472656,43.709999084472656,13395700
2025-08-11,43.22646713256836,43.709999084472656,44.45000076293945,43.619998931884766,44.349998474121094,8904100
2025-08-12,43.66160583496094,44.150001525878906,44.7400016784668,43.630001068115234,43.869998931884766,8256700
2025-08-13,44.25496292114258,44.75,44.790000915527344,43.880001068115234,44.040000915527344,8117400
2025-08-14,44.27474594116211,44.77000045776367,44.84000015258789,43.97999954223633,44.619998931884766,6943700
2025-08-15,44.116512298583984,44.61000061035156,45.06999969482422,44.34000015258789,44.689998626708984,8764800
2025-08-18,43.72093963623047,44.209999084472656,44.619998931884766,43.66999816894531,43.97999954223633,8605500
2025-08-19,43.47370147705078,43.959999084472656,44.65999984741211,43.709999084472656,44.04999923706055,7332500
2025-08-20,43.7802734375,44.27000045776367,44.41999816894531,43.619998931884766,43.95000076293945,8073900
2025-08-21,44.06707000732422,44.560001373291016,44.90999984741211,43.810001373291016,44.130001068115234,6643800
2025-08-22,45.323020935058594,45.83000183105469,46.02000045776367,44.7599983215332,44.81999969482422,11276800
2025-08-25,45.886714935302734,46.400001525878906,46.4900016784668,45.540000915527344,45.72999954223633,8649200
2025-08-26,45.530696868896484,46.040000915527344,46.380001068115234,45.540000915527344,46.04999923706055,8983800
2025-08-27,46.35151290893555,46.869998931884766,47.130001068115234,45.869998931884766,45.95000076293945,8590700
2025-08-28,46.984432220458984,47.5099983215332,47.599998474121094,46.59000015258789,46.97999954223633,7998600
2025-08-29,47.08332824707031,47.61000061035156,48.029998779296875,47.439998626708984,47.54999923706055,5796600
2025-09-02,47.518455505371094,48.04999923706055,48.11000061035156,47.060001373291016,47.45000076293945,7540100
2025-09-03,45.78781509399414,46.29999923706055,48.08000183105469,46.04999923706055,47.63999938964844,9513100
2025-09-04,46.094390869140625,46.61000061035156,46.79999923706055,45.0,46.29999923706055,7596300
2025-09-05,45.40213394165039,45.90999984741211,46.2400016784668,45.22999954223633,46.2400016784668,9840600
2025-09-08,44.877994537353516,45.380001068115234,46.22999954223633,44.77000045776367,46.150001525878906,7573700
2025-09-09,44.64065170288086,45.13999938964844,46.290000915527344,45.11000061035156,45.7400016784668,6085800
2025-09-10,46.04250717163086,46.310001373291016,46.310001373291016,44.97999954223633,45.130001068115234,7474700
2025-09-11,45.754180908203125,46.02000045776367,46.2599983215332,45.59000015258789,45.70000076293945,5064700
2025-09-12,45.40620040893555,45.66999816894531,46.54999923706055,45.65999984741211,46.2599983215332,5328100
2025-09-15,45.207359313964844,45.470001220703125,45.939998626708984,45.18000030517578,45.86000061035156,5727400
2025-09-16,47.484127044677734,47.7599983215332,47.880001068115234,45.70000076293945,45.779998779296875,13816500
